"Model","tv_mean","tv_sd","ctfde_mean","ctfde_sd","ctfie_mean","ctfie_sd","ctfse_mean","ctfse_sd","ett_mean","ett_sd"
"COMPAS",0.1323,0.0186,0.0093,0.0146,-0.073,0.0071,-0.05,0.015,0.0823,0.015
