Model,DPD,DI,∆TPR (EoO),∆FPR,∆PPV,∆Accuracy,EOD
pred_xgboost,0.005860484329013205,0.9917490549578367,0.0104643104643104,0.0015873015873015817,-0.0029927760577915796,0.0036230013252783744,0.0104643104643104
