Model,DPD,DI,∆TPR (EoO),∆FPR,∆PPV,∆Accuracy,EOD
pred_xgboost,0.06687908182909913,0.8078269320046619,0.04258130796985882,0.026900979376454137,0.03745548827572054,-0.01809026046455109,0.04258130796985882
