Model,DPD,DI,∆TPR (EoO),∆FPR,∆PPV,∆Accuracy,EOD
pred_xgboost,0.025564025564025594,0.9736862962669414,0.018053881907385105,0.08108108108108103,-0.001536098310291889,0.012012012012011963,0.08108108108108103
