Model,DPD,DI,∆TPR (EoO),∆FPR,∆PPV,∆Accuracy,EOD
pred_xgboost,0.015186378278877144,0.9521044992743105,0.2133916636286305,-0.09991365486616505,0.22149725274725274,0.14173953060285327,0.2133916636286305
