0.246385,0.349007,0.347925,0.346907,0.346191,0.345680,0.345348,0.345118,0.344969,0.344869,0.344801,0.344801,0.344800,0.344800,0.344801,0.344801,0.344800,0.344802,0.344802,0.344801
0.514925,0.725140,0.724929,0.723812,0.722987,0.722402,0.722023,0.721758,0.721590,0.721475,0.721398,0.721398,0.721397,0.721397,0.721398,0.721398,0.721397,0.721398,0.721398,0.721398
0.709446,0.787189,0.783112,0.780213,0.778255,0.776883,0.775994,0.775368,0.774973,0.774698,0.774517,0.774515,0.774515,0.774515,0.774516,0.774516,0.774514,0.774516,0.774516,0.774516
0.178672,0.196877,0.193236,0.191731,0.190799,0.190152,0.189734,0.189441,0.189254,0.189126,0.189041,0.189041,0.189041,0.189040,0.189041,0.189042,0.189040,0.189041,0.189042,0.189041
0.292410,0.402248,0.405960,0.408195,0.409658,0.410671,0.411323,0.411793,0.412079,0.412286,0.412419,0.412420,0.412420,0.412420,0.412419,0.412420,0.412420,0.412421,0.412422,0.412420
0.447744,0.604613,0.603107,0.602171,0.601562,0.601138,0.600865,0.600676,0.600554,0.600472,0.600418,0.600417,0.600417,0.600417,0.600418,0.600418,0.600417,0.600418,0.600418,0.600417
0.190718,0.210251,0.207349,0.206373,0.205795,0.205394,0.205133,0.204952,0.204835,0.204757,0.204704,0.204704,0.204703,0.204703,0.204704,0.204704,0.204703,0.204704,0.204705,0.204704
0.198127,0.286545,0.281576,0.278037,0.275659,0.273996,0.272924,0.272167,0.271692,0.271362,0.271144,0.271143,0.271142,0.271141,0.271144,0.271144,0.271141,0.271143,0.271143,0.271143
0.166175,0.223534,0.227408,0.230842,0.233206,0.234862,0.235931,0.236702,0.237173,0.237513,0.237731,0.237734,0.237733,0.237734,0.237732,0.237734,0.237734,0.237735,0.237735,0.237733
0.542469,0.655042,0.655842,0.656079,0.656208,0.656294,0.656349,0.656396,0.656418,0.656440,0.656451,0.656451,0.656451,0.656451,0.656451,0.656452,0.656451,0.656452,0.656452,0.656451
0.436042,0.558947,0.563987,0.567006,0.568979,0.570349,0.571230,0.571864,0.572251,0.572530,0.572710,0.572711,0.572711,0.572712,0.572710,0.572711,0.572711,0.572712,0.572713,0.572710
0.489407,0.602710,0.603685,0.604102,0.604358,0.604533,0.604645,0.604732,0.604780,0.604820,0.604843,0.604843,0.604842,0.604843,0.604843,0.604844,0.604843,0.604844,0.604844,0.604843
